stop_name,latitude,longitude
TUSCOLANA/CLELIA,41.874967,12.528195
S. M. AUSILIATRICE,41.873784,12.529869
VOLUMNIA,41.872207,12.532830
ALBANO,41.869993,12.532537
ARDEATINA/CECCHIGNOLA,41.822931,12.519101
NUMITORE,41.872068,12.529730
S. M. AUSILIATRICE,41.873560,12.530884
TUSCOLANA/CLELIA,41.875821,12.527347
TUSCOLANA/AMELIA,41.877623,12.524683
TUSCOLANA/ASSISI,41.878410,12.523574
MONSELICE/STAZIONE TUSCOLANA,41.879973,12.522752
ADRIA,41.877600,12.520052
GELA,41.878153,12.519767
RAGUSA,41.881846,12.522911
OLEVANO ROMANO,41.892167,12.555265
TARANTO/CASALMAGGIORE,41.884134,12.516768
RAGUSA,41.881654,12.523198
TARANTO/MONZA,41.884632,12.514644
VILLA FIORELLI,41.884105,12.522787
RIMINI,41.884503,12.512198
ALGHERO,41.886522,12.521607
P.LE APPIO (MA),41.885090,12.510355
VEIENTANA VETERE/ROMANENGO,41.988959,12.488758
P.ZA S. GIOVANNI IN LATERANO (H),41.887271,12.505061
MONZA/LA SPEZIA,41.885927,12.515550
VIA S. CROCE IN GERUSALEMME/STATILIA,41.890769,12.511295
CONTE VERDE/MANZONI,41.892394,12.508354
CONTE VERDE/P.ZA VITTORIO EMANUELE,41.893501,12.506346
P.ZA VITTORIO EMANUELE (MA),41.895909,12.502027
CARLO ALBERTO,41.896929,12.500074
GIOBERTI,41.899497,12.501364
MAZZOLARI/FOLLEREAU,41.892298,12.678013
CRIVELLUCCI,41.868323,12.525772
FORTIFIOCCA/DENINA,41.870739,12.522685
TERMINI (MA-MB-FS),41.901517,12.499102
VOLTURNO/GAETA,41.904027,12.500355
VOLTURNO/CERNAIA,41.905172,12.498911
BACCARINI/PAPI,41.873528,12.517213
GOITO/XX SETTEMBRE,41.907052,12.499224
FIUME,41.910887,12.498200
BACCARINI/C.NE APPIA,41.875607,12.516728
DON ORIONE,41.878504,12.515125
ALBALONGA,41.879408,12.513187
CENEDA,41.880673,12.510927
MAGNA GRECIA/TUSCOLO,41.881008,12.508220
PAISIELLO/MONTEVERDI,41.917831,12.493558
FALERIA,41.883285,12.510814
PAISIELLO/BELLINI,41.919777,12.492657
BERTOLONI,41.921240,12.491446
PARIOLI/UNGHERIA,41.923525,12.491247
PARIOLI/OXILIA,41.925115,12.489592
SANTIAGO DEL CILE,41.925777,12.487330
PARIOLI/STUPARICH,41.929002,12.486055
PARCO RIMEMBRANZA,41.928427,12.480025
DE COUBERTIN,41.930763,12.476578
SALVINI,41.929358,12.493025
MUSE,41.930329,12.490286
DIGIONE,41.927591,12.491086
VILLA S. FILIPPO,41.927032,12.492713
ROMANIA,41.924543,12.492829
UNGHERIA,41.923228,12.492410
GUIDO D'AREZZO,41.920839,12.493176
BELLINI,41.920242,12.494970
ZANARDELLI,41.900998,12.472219
CIMAROSA,41.919534,12.496682
SALARIA/ADDA,41.914516,12.497235
COLOSSEO (MB),41.891062,12.491594
MERULANA/S. GIOVANNI,41.888051,12.504049
MAGNA GRECIA (MA),41.884407,12.509223
MAGNA GRECIA/TUSCOLO,41.881207,12.508098
ETRURIA/TUSCOLO,41.879777,12.509220
ETRURIA/ALBALONGA,41.879137,12.511891
EMANUELE FILIBERTO/DANTE,41.892467,12.505537
L.GO DON ORIONE,41.878198,12.515798
MANZONI (MA),41.889707,12.506943
BACCARINI/C.NE APPIA,41.875847,12.516516
MAZZOLARI/FOLLEREAU,41.892328,12.677696
EPIRO,41.877719,12.504846
LATINA,41.875589,12.504241
ACAIA,41.874868,12.507204
ZAMA,41.876338,12.509985
BACCARINI/PAPI,41.873646,12.517006
BARONIO,41.872002,12.519419
EPIRO,41.878516,12.505712
SATURNIA,41.880275,12.506395
FORTIFIOCCA/BARONIO,41.872333,12.520739
FORTIFIOCCA/DENINA,41.870316,12.522855
DE SANCTIS,41.868953,12.524643
MANZONI (MA),41.890844,12.506505
EMANUELE FILIBERTO/DANTE,41.892770,12.505591
LENORMANT/ZELIA NUTTAL,41.773855,12.332573
ZAMA,41.876122,12.510177
SATRICO/COLLAZIA,41.877233,12.507314
EPIRO,41.878855,12.504040
PANNONIA/DE MATTIAS,41.880211,12.501153
PANNONIA/TRACIA,41.881472,12.499851
TERME CARACALLA/VALLE CAMENE,41.880999,12.494864
TERME CARACALLA/PORTA CAPENA,41.883574,12.490411
LENORMANT/ZELIA NUTTAL,41.773990,12.332543
CERCHI/BOCCA DELLA VERITA',41.888572,12.482673
PETROSELLI,41.890148,12.480956
PRENESTINA/CONTI,41.892280,12.540169
AZUNI/MIN. MARINA,41.914697,12.472269
SETTEMBRINI/MARTIRI BELFIORE,41.914792,12.467779
SETTEMBRINI/MAZZINI,41.915640,12.464723
OSLAVIA/MAZZINI,41.916723,12.463120
LGT VITTORIA/MARESCIALLO GIARDINO,41.923247,12.460760
LGT VITTORIA/TIMAVO,41.921888,12.463342
CARSO,41.920000,12.462862
OSLAVIA/MAZZINI,41.916598,12.462924
AUGUSTO IMPERATORE/ARA PACIS,41.906415,12.476647
TEATRO MARCELLO/ARA COELI,41.893109,12.481153
PETROSELLI,41.890249,12.480699
LIEGI/BELLINI,41.920560,12.497016
GRECA,41.887521,12.481583
LIEGI/UNGHERIA,41.921760,12.494353
CIRCO MASSIMO/ROSETO COMUNALE,41.884948,12.485337
ROMANIA,41.925190,12.493294
CIRCO MASSIMO (MB),41.884058,12.486910
SALVINI/BLIGNY,41.927231,12.493406
CAMPO FARNIA/CIV. 166,41.830245,12.577518
TERME CARACALLA/PORTA CAPENA,41.882918,12.491122
PORTA METRONIA,41.882072,12.498512
ALBALONGA/RE DI ROMA,41.880883,12.513805
AOSTA/RE DI ROMA,41.882666,12.514503
PANNONIA/TRACIA,41.880713,12.500391
DE MATTIAS/PANNONIA,41.879443,12.501935
MONZA/TARANTO,41.884773,12.515294
SATRICO/EPIRO,41.877866,12.505448
SATRICO/ZAMA,41.876445,12.508713
CAMPO FARNIA/CIV. 100,41.831953,12.575870
CAMPO FARNIA/PELLARO,41.833376,12.575322
TORRE DI PRATOLUNGO/S. GIOVANNI IN ARGENTELLA,41.946624,12.605251
S. M. BATTAGLIA (MB),41.905381,12.504338
UNIVERSITA'/MIN. AERONAUTICA,41.902792,12.507739
POLICLINICO/V.LE UNIVERSITA',41.904610,12.510646
POLICLINICO (H),41.906401,12.509516
TERME CARACALLA/VALLE CAMENE,41.880688,12.494608
PROVINCIE,41.908705,12.521072
PROVINCIE/VALERIO MASSIMO,41.906934,12.521295
TIBURTINA/VALERIO MASSIMO,41.906147,12.522781
TIBURTINA/CROCIATE,41.907880,12.525703
LICIA,41.879502,12.503152
MACEDONIA/LATINA,41.873423,12.511848
GREGOROVIUS,41.871752,12.513246
TOMMASO DA CELANO/GREGOROVIUS,41.872043,12.514832
TOMMASO DA CELANO/DIACONO,41.870347,12.515868
CAFFARELLETTA,41.869273,12.518519
VILLANI,41.870281,12.517922
PLATINA,41.869407,12.516900
COPPI A.,41.870033,12.515401
MACEDONIA,41.870174,12.513704
MACEDONIA/GREGOROVIUS,41.871927,12.512802
NUMANZIA/LATINA,41.873887,12.511830
SATRICO/ZAMA,41.876383,12.509169
L.GO AMBA ARADAM,41.882614,12.498527
CORSO/SS. APOSTOLI,41.897737,12.481832
L.GO CHIGI,41.901648,12.481049
TRITONE/BARBERINI (MA),41.903267,12.487672
RATTO DELLE SABINE,41.945969,12.600986
VENETO/EMILIA,41.906099,12.489862
VENETO/SARDEGNA,41.908537,12.489091
TEATRO MARCELLO,41.893096,12.481380
BOCCA DELLA VERITA',41.888768,12.481295
EMPORIO,41.882652,12.476469
BRANCA,41.880230,12.474627
ZABAGLIA/GALVANI,41.876930,12.476110
MATTEUCCI/BOVE,41.871958,12.481946
BENZONI/PIGAFETTA,41.870515,12.484499
P.ZA ROMANO B.,41.862272,12.485042
L.GO SETTE CHIESE/CIRC.NE XI,41.860199,12.487270
MACINGHI STROZZI,41.859406,12.489576
BONO CAIROLI,41.858148,12.489263
ZOAGLI MAMELI,41.856610,12.488018
ZOAGLI/MAMELI,41.856043,12.488459
STAZ. ACQUA ACETOSA,41.932900,12.488472
S. NEMESIO/CTO (H),41.858624,12.488864
P.ZA ROMANO B.,41.863273,12.485482
C.NE OSTIENSE/CAFFARO,41.867363,12.485115
BENZONI/PIGAFETTA,41.869699,12.484552
MATTEUCCI/BOVE,41.871927,12.482871
ZABAGLIA,41.876534,12.476676
RUBATTINO,41.880148,12.473921
CAMPI SPORTIVI,41.933056,12.489035
EMPORIO,41.882981,12.476451
BOCCA DELLA VERITA',41.888504,12.481537
PALAZZO SPORT,41.823894,12.466090
ARTE/AERONAUTICA,41.826041,12.472696
EUROPA/ARTE,41.829637,12.473444
EUROPA/TOLSTOI,41.831155,12.468293
BEETHOVEN/EUROPA,41.832232,12.466413
BEETHOVEN/DON STURZO,41.833667,12.467159
BEETHOVEN/CIVILTA' DEL LAVORO,41.835274,12.468058
COLOMBO/AGRICOLTURA,41.835467,12.472231
COLOMBO/LAURENTINA,41.846274,12.479641
COLOMBO/VEDANA,41.847670,12.481630
COLOMBO/FONTANELLATO,41.848950,12.483396
COLOMBO/GROTTA PERFETTA,41.850290,12.485281
COLOMBO/LEONORI,41.851261,12.486646
COLOMBO/ACCADEMIA AGIATI,41.852814,12.488855
COLOMBO/GEORGOFILI,41.854699,12.491552
COLOMBO/GUARNIERI CARDUCCI,41.856253,12.493736
COLOMBO/RUFINO,41.858697,12.497219
NAVIGATORI,41.860835,12.498625
COLOMBO/PADRE SEMERIA,41.864263,12.497614
PATRASSO,41.782809,12.346635
COLOMBO/C.NE OSTIENSE,41.867685,12.496633
TERME CARACALLA/PORTA ARDEATINA,41.873760,12.496794
TERME CARACALLA,41.878427,12.495686
L.GO AMBA ARADAM,41.883085,12.499484
AMBA ARADAM/VILLA FONSECA,41.884370,12.501323
MADRE C. GABRIEL,41.780785,12.345767
MERULANA/LABICANA,41.890529,12.502843
MERULANA/BRANCACCIO,41.893902,12.500947
S. MARIA MAGGIORE,41.896545,12.499432
MERULANA/BRANCACCIO,41.894621,12.500381
MERULANA/MECENATE,41.893094,12.501210
MERULANA/LABICANA,41.889890,12.503031
P.ZA S. GIOVANNI IN LATERANO (H),41.886441,12.503883
TERME CARACALLA,41.878823,12.495140
COLOMBO/MARCO POLO,41.872471,12.496234
MADRE C. GABRIEL,41.780747,12.347169
COLOMBO/BAVASTRO,41.868625,12.495923
NEWTON/CASTELLINA MARITTIMA,41.852023,12.441163
COLOMBO/C.NE OSTIENSE,41.866498,12.496346
COLOMBO/PADRE SEMERIA,41.863081,12.497348
UNIVERSITA'/MIN. AERONAUTICA,41.903939,12.510096
NAVIGATORI,41.860016,12.497835
CASTRO PRETORIO/MONZAMBANO,41.903547,12.507112
COLOMBO/RUFINO,41.858447,12.495837
COLOMBO/GUARNIERI CARDUCCI,41.855422,12.491670
S. M. BATTAGLIA (MB),41.905776,12.504792
COLOMBO/GEORGOFILI,41.854155,12.489885
INDIPENDENZA,41.904423,12.502581
COLOMBO/ACCADEMIA AGIATI,41.852279,12.487305
COLOMBO/LEONORI,41.850824,12.485332
COLOMBO/GROTTA PERFETTA,41.849734,12.483760
COLOMBO/LAURENTINA,41.846892,12.479719
CECILIA METELLA,41.849745,12.523563
MONZA/LA SPEZIA,41.885513,12.515257
AOSTA,41.884218,12.514832
COLOMBO/AGRICOLTURA,41.836329,12.471928
AOSTA/RE DI ROMA,41.882667,12.514323
MILLEVOI/ARDEATINA,41.816970,12.520961
BEETHOVEN/CIVILTA' DEL LAVORO,41.835487,12.468039
BEETHOVEN/DON STURZO,41.833764,12.467061
MILLEVOI/TORRE FARO,41.817509,12.518482
MILLEVOI/CIVICO 425,41.819999,12.516954
STAZ.NE TIBURTINA (MB),41.909830,12.530739
SOLARIO,41.838031,12.489071
BALLARIN/MAROSO,41.839548,12.492167
ARTE/AMERICA,41.828544,12.473804
ARTE/AERONAUTICA,41.825840,12.472392
TIBURTINA/VALERIO MASSIMO,41.905877,12.522331
NAIROBI/S. EUGENIO (H),41.822938,12.472145
TIBURTINA/CASTRO LAURENZIANO,41.903870,12.520417
DE LOLLIS/VERANO,41.901744,12.517773
TERMINI (MA-MB-FS),41.901183,12.500306
P.LE TIBURTINO,41.896854,12.511377
CAVOUR/ANNIBALDI,41.894303,12.491726
BALLARIN/CESARINI,41.836352,12.498216
CELIO VIBENNA,41.889323,12.492765
S. GREGORIO,41.888170,12.490068
C.NE OSTIENSE/COLOMBO,41.867373,12.495474
CIRCO MASSIMO (MB),41.883996,12.488399
C.NE OSTIENSE/PADRE GIULIANI,41.867391,12.492657
AVENTINO,41.882774,12.486746
BALLARIN/GREZAR,41.834465,12.496971
AVENTINO/ALBANIA,41.881217,12.484744
MASSAIA/CAPISTRANO,41.863612,12.492534
PORTA S. PAOLO,41.877734,12.481783
MASSAIA/SPINOLA,41.862305,12.493158
STAZ. TRASTEVERE (FS),41.873083,12.465854
OSTIENSE (MB-RL),41.875301,12.480651
STAZ. TRASTEVERE (FS),41.872809,12.465470
COSTANTINO/VILLA LUCINA,41.857377,12.484063
COSTANTINO/LEONARDO DA VINCI,41.857788,12.481271
VIGNA MURATA/CORAZZIERI,41.826335,12.485828
L.GO LEONARDO DA VINCI,41.856800,12.481062
COSTANTINO/LEONARDO DA VINCI,41.857638,12.481387
COSTANTINO/VILLA LUCINA,41.857230,12.484415
VILLA LUCINA/LARGO DELLE SETTE CHIESE,41.860458,12.486678
MASSAIA/ODERICO DA PORDENONE,41.860816,12.493918
MASSAIA/SPINOLA,41.862266,12.493349
MASSAIA/CAPISTRANO,41.864124,12.492334
C.NE OSTIENSE/PADRE GIULIANI,41.866971,12.492526
VIGNA MURATA (MB),41.827411,12.481126
P.ZA S. GIOVANNI IN LATERANO (H),41.886409,12.504214
P.ZA VENEZIA,41.894904,12.481799
CARUCCI,41.796860,12.489046
S. PRISCA,41.881274,12.483993
PONZIO FLAMINIO,41.879195,12.485576
L. B. ALBERTI,41.878189,12.487895
CAVE ARDEATINE (MB),41.875543,12.482717
STAZ. OSTIENSE (FS),41.873128,12.484449
MARCO POLO/BRICHETTI,41.872858,12.488810
MARCO POLO/RONCINOTTO,41.871644,12.492115
NEWTON/ALBERESE,41.848131,12.442151
CASALE DE MERODE/ANNUNZIATELLA,41.857498,12.503869
ANNUNZIATELLA/MEROPIA,41.854674,12.505701
SARTORIO,41.853431,12.505695
P.ZA LANTE,41.852054,12.502905
ANNUNZIATELLA/MEROPIA,41.855400,12.505684
VIGNA MURATA/CORAZZIERI,41.825591,12.486790
RHO,41.862086,12.489332
DE NOBILI,41.864184,12.491135
MASSAIA,41.865285,12.491474
OSTIENSE/MATTEUCCI,41.873144,12.480401
OSTIENSE (RL),41.875502,12.480808
PORTA S. PAOLO,41.877763,12.482339
AVENTINO/ALBANIA,41.880685,12.484751
AVENTINO,41.881651,12.486017
CIRCO MASSIMO (MB),41.883146,12.487927
CELIO VIBENNA,41.889064,12.492692
CAVOUR/RICCI,41.893753,12.490050
CAVOUR/ANNIBALDI,41.894188,12.491725
SERAFICO/REGISTRI IMMOBILIARI,41.830370,12.489028
P.LE TIBURTINO,41.896870,12.511583
SERAFICO,41.831705,12.491764
TIBURTINA/CASTRO LAURENZIANO,41.903989,12.520658
GREZAR/OSSOLA,41.835409,12.494661
L.GO PRENESTE,41.892023,12.541775
MARCO POLO/RONCINOTTO,41.872404,12.490479
MARCO POLO/BRICHETTI,41.873239,12.488675
PRENESTINA/CONTI,41.892388,12.539880
GREZAR/PICCHI,41.837205,12.491716
CAVE ARDEATINE (MB),41.875349,12.483041
PRENESTINA/GATTAMELATA,41.892422,12.536450
L. B. ALBERTI,41.878457,12.487793
BERNINI,41.878392,12.485905
S. SABA/PONZIO F.,41.878761,12.485057
S. SABA/AVENTINO,41.880199,12.484686
NEWTON/PAPA LEONE,41.846231,12.443724
NEWTON/PAPA LEONE,41.846407,12.443848
PRENESTINA/GIOVENALE,41.892027,12.531503
L.GO FIORENTINI,41.898748,12.464827
CASALETTO/VILLA ZINGONE,41.865258,12.437786
PRENESTINA/OFFICINE ATAC,41.891082,12.524760
PRENESTINA/CABALLINI,41.891257,12.521729
P.ZA DI PORTA MAGGIORE,41.891360,12.514386
P.LE FLAMINIO,41.911629,12.474922
GIOACCHINO BELLI,41.889997,12.474406
S. PAOLO DEL BRASILE,41.910034,12.487615
VENETO/SARDEGNA,41.908202,12.489049
VENETO/EMILIA,41.905826,12.488589
BARBERINI (MA),41.904353,12.488436
TRITONE/BARBERINI (MA),41.903299,12.487400
SCALO SETTEBAGNI/LUCARIE,42.009388,12.520454
MANZONI (MA),41.890252,12.506013
LABICANA/MERULANA,41.889223,12.502691
LABICANA,41.889764,12.498625
COLOSSEO/SALVI N.,41.889697,12.493935
PARCO CELIO,41.887311,12.491091
SCALO SETTEBAGNI,42.006684,12.520366
LUCARIE/S. ANTONIO DI PADOVA,42.004962,12.522245
LUCARIE/CAPOLIVERI,42.006946,12.522647
MARMORATA/CAIO CESTIO,41.877486,12.480160
MARMORATA/GALVANI,41.879110,12.478898
ISOLE CURZOLANE/MONTE BOVE,41.949668,12.528000
MARMORATA/VANVITELLI,41.881013,12.477589
MARMORATA/CAIO CESTIO,41.877526,12.480283
EMPORIO,41.882768,12.476018
PORTA PORTESE,41.883914,12.474342
EMPORIO,41.883051,12.476598
BARBERINI (MA),41.904510,12.488505
VANNI G.,41.881566,12.359556
TIZIANO/CARPI,41.926478,12.470790
PESCACCIO/CENTRO COMMERCIALE,41.870459,12.378236
NERVI/PALAZZO SPORT,41.824068,12.465965
TECNICA/CICLISMO,41.827407,12.459336
TECNICA/UMANESIMO,41.828937,12.460122
PESCACCIO/BRAVA,41.872604,12.379863
BRAVA/PESCACCIO,41.872187,12.380891
AMERICA/BEETHOVEN,41.830600,12.464796
PESCACCIO/BRAVA,41.872532,12.379119
EUROPA/COLOMBO,41.830342,12.470593
PESCACCIO/CENTRO COMMERCIALE,41.869843,12.378113
ARTE/ARCHIVIO DI STATO,41.829549,12.474526
MUSEO CIVILTA' ROMANA,41.831608,12.475418
KENNEDY/MINISTERO SANITA',41.834784,12.474089
INDUNO,41.885045,12.471461
PORTA PORTESE,41.883809,12.474307
CASALE LUMBROSO/NEPER,41.864481,12.359307
MARMORATA/VANVITELLI,41.880743,12.477584
MARCONI/PINCHERLE,41.852826,12.473228
MARMORATA/GALVANI,41.878805,12.478931
MARCONI/BORTOLOTTI,41.855344,12.472063
PORTA S. PAOLO,41.877121,12.481638
MARCONI/EDISON,41.857743,12.471335
DISCARICA MALAGROTTA,41.854320,12.343588
MARCONI/FERMI,41.865010,12.469241
ALBANIA,41.880388,12.484223
P.ZA DELLA RADIO,41.870134,12.467789
ORTI DI CESARE (FL1),41.873608,12.466129
DISCARICA MALAGROTTA,41.855048,12.343723
CASALE LUMBROSO/NEPER,41.864720,12.359722
LGT ALBERTESCHI,41.889387,12.477398
COLOSSEO,41.889923,12.494190
SENORBI/IRGOLI,41.838155,12.355905
MANZONI/MERULANA,41.889612,12.504367
SENORBI/ARZANA,41.835322,12.356642
SENORBI/NARCAO,41.833343,12.358015
SENORBI/ARDARA,41.829704,12.360049
SENORBI/MUROS,41.831643,12.359949
SENORBI/NARCAO,41.833651,12.357705
SENORBI/ARZANA,41.836347,12.356976
ORTI DI CESARE (FL1),41.872982,12.466675
SENORBI/IRGOLI,41.838318,12.355904
DE BOSIS,41.932639,12.460044
MARCONI/MEUCCI,41.866076,12.468569
PRENESTINA/CABALLINI,41.891263,12.520093
PRENESTINA/OFFICINE ATAC,41.891018,12.525257
MORATELLE,41.834579,12.345305
PRENESTINA/GIOVENALE,41.891904,12.531421
MORATELLE,41.834406,12.345429
MARCONI/RIGHI,41.861901,12.469718
MARCONI/BORTOLOTTI,41.855679,12.471531
MARCONI/PINCHERLE,41.851970,12.473230
MARCONI/GIBILMANNA,41.846657,12.475662
KANT/BERTERO,41.933787,12.555110
PRENESTINA/GATTAMELATA,41.892331,12.537220
FRANTOIO/VANGA,41.911497,12.561961
TOGLIATTI,41.891349,12.574417
PALAZZO CONGRESSI,41.833493,12.473995
MUSEO CIVILTA' ROMANA,41.832398,12.475989
AMERICA/BEETHOVEN,41.830664,12.464870
AMERICA/TUPINI,41.831475,12.462228
TECNICA/UMANESIMO,41.829037,12.460015
TECNICA/CICLISMO,41.827342,12.459120
GREGORIO VII/PIO XI,41.893727,12.436673
GREGORIO VII/ZUCCHI,41.893735,12.433515
GREGORIO VII/VILLA CARPEGNA,41.894729,12.430157
TORRE ROSSA/COLLEGIO S. PAOLO,41.892884,12.427772
TORRE ROSSA/DOMUS PACIS,41.891713,12.426975
AURELIA ANTICA/TORRE ROSSA,41.890288,12.425919
AURELIA ANTICA/DON GUANELLA,41.889216,12.423884
BRAVETTA/FONTANILE ARENATO,41.887476,12.421394
BRAVETTA/PISANA,41.885754,12.422238
BRAVETTA/DEI CAPASSO,41.883381,12.424249
BRAVETTA/GUIDI,41.880821,12.426087
BRAVETTA/CONSOLATA,41.877548,12.426286
BUON PASTORE,41.876330,12.425795
BRAVETTA/ARCELLI,41.875015,12.424171
BRAVETTA/SCROVEGNI,41.872202,12.422443
BRAVETTA/MARCELLINI,41.869770,12.422380
BRAVETTA/SCALIGERI,41.868544,12.422761
PRENESTINA/LARICI,41.895110,12.573848
FORTE BRAVETTA,41.866613,12.423323
CASETTA MATTEI/CONTE,41.864731,12.422660
PRENESTINA/VALENTE,41.895174,12.567217
PRENESTINA/COCCONI,41.895071,12.563575
CASETTA MATTEI/CARAFA,41.862035,12.420391
PRENESTINA/TOR DE' SCHIAVI,41.894670,12.557909
CASETTA MATTEI/CANTELMO,41.861086,12.419716
CASETTA MATTEI/DELLA BITTA,41.858602,12.419381
PRENESTINA/OLEVANO ROMANO,41.894331,12.555275
POGGIO VERDE/CASETTA MATTEI,41.857051,12.419255
POGGIO VERDE/MAZZACURATI,41.856182,12.416953
PRENESTINA/IRPINIA,41.893853,12.551289
PRENESTINA/TELESE,41.893372,12.547307
PRENESTINA/ACQUA BULLICANTE,41.892787,12.542343
POGGIO VERDE/FEDI,41.853505,12.413398
POGGIO VERDE/TABACCHI,41.851837,12.412740
POGGIO VERDE/TRENTACOSTE,41.850069,12.412013
POGGIO VERDE/QUADRELLI,41.848419,12.411331
REDUZZI,41.846750,12.410649
MAZZACURATI/SAMPIERI,41.852127,12.414245
MAZZACURATI,41.846524,12.411322
POGGIO VERDE/MAZZACURATI,41.856167,12.417331
POGGIO VERDE/CASETTA MATTEI,41.856693,12.419635
P.ZA DI PORTA MAGGIORE,41.891366,12.514656
CASETTA MATTEI/DELLA BITTA,41.858277,12.419600
CASETTA MATTEI/CANTELMO,41.860853,12.419800
CASETTA MATTEI/CARAFA,41.862455,12.421027
PRINCIPE EUGENIO/MANZONI,41.893514,12.508873
CASETTA MATTEI/CONTE,41.865064,12.423137
P.ZA VITTORIO EMANUELE (MA),41.895086,12.505047
BRAVETTA/MARCELLINI,41.870359,12.422770
TORRE DEL FISCALE,41.856403,12.540892
BRAVETTA/SCROVEGNI,41.872494,12.422609
BRAVETTA/ARCELLI,41.875200,12.424732
BUON PASTORE,41.876410,12.425990
NAPOLEONE III,41.897911,12.500234
BRAVETTA/SERAFINI,41.878625,12.426783
BRAVETTA/GUIDI,41.881735,12.425656
BRAVETTA/FELTRESCHI,41.884044,12.423965
MONTE ALBINO,41.858044,12.538331
BRAVETTA/FONTANILE ARENATO,41.887584,12.421665
AURELIA ANTICA/DON GUANELLA,41.888803,12.423293
AURELIA ANTICA/TORRE ROSSA,41.889804,12.425398
FARINI,41.898165,12.499508
TORRE ROSSA/DOMUS PACIS,41.892053,12.427367
TORRE ROSSA/COLLEGIO S. PAOLO,41.893217,12.428173
TORRE DEL FISCALE,41.855706,12.540133
MONTE ALBINO,41.857797,12.537819
GREGORIO VII/ZUCCHI,41.893453,12.434196
GREGORIO VII/PIO XI,41.893834,12.437035
GREGORIO VII/SATOLLI,41.895125,12.438992
PRINCIPE EUGENIO/MANZONI,41.893223,12.509475
GREGORIO VII/DI PIETRO,41.896300,12.442269
GREGORIO VII/S. DAMASO,41.895656,12.444894
P.ZA DI PORTA MAGGIORE,41.891759,12.514557
LABICANO/PORTA MAGGIORE,41.891452,12.515805
VIOLA,41.821586,12.409251
VIOLA/VENEZIANI,41.822097,12.411557
VIOLA/VENEZIANI,41.822348,12.411484
P.LE PRENESTINO,41.891283,12.527845
FABRIANO,41.940505,12.584101
FABRIANO/PERGOLA,41.939079,12.582516
CASALE S. BASILIO/FABRIANO,41.936961,12.580805
L.GO PRENESTE,41.892328,12.540104
CASALE S. BASILIO/TIBURTINA,41.934089,12.583505
PRENESTINA/ACQUA BULLICANTE,41.892763,12.543257
PRENESTINA/TELESE,41.893220,12.547852
TIBURTINA/TOR CERVARA,41.932713,12.586050
PRENESTINA/IRPINIA,41.893804,12.551768
REBIBBIA (MB),41.926136,12.573776
STAZ.NE METRO CIPRO (MA),41.907077,12.448137
S. MARIA DEL SOCCORSO (MB),41.915207,12.560820
PRENESTINA/OLEVANO ROMANO,41.894273,12.555877
TIBURTINA/CARRI ARMATI,41.913881,12.557637
TIBURTINA/MONTI TIBURTINI,41.912704,12.554396
TIBURTINA/CESANA,41.911211,12.550249
PRENESTINA/TOR DE' SCHIAVI,41.894798,12.559783
TIBURTINA/DIEGO ANGELI,41.910229,12.548101
PRENESTINA/COCCONI,41.894937,12.563997
PRENESTINA/VALENTE,41.895047,12.567979
PRENESTINA/LARICI,41.894960,12.574229
ORIOLO ROMANO,41.961095,12.460898
TOGLIATTI/ABELIE,41.893497,12.574547
TOGLIATTI,41.891278,12.574191
CLAUDIA/COLOSSEO,41.888097,12.494071
ORIOLO ROMANO/CHIANCIANO,41.959288,12.458517
NAVICELLA/VILLA CELIMONTANA,41.884229,12.496062
CLAUDIA/CELIO (H),41.886387,12.494945
TIBURTINA/VERANO,41.908022,12.529445
P.ZA S. GIOVANNI IN LATERANO (H),41.886651,12.504495
DUE PONTI/SIGNA,41.964761,12.455462
TIBURTINA/GALLA PLACIDIA,41.908573,12.543415
TIBURTINA/BARGELLINI,41.909381,12.547005
TIBURTINA/DIEGO ANGELI,41.910383,12.549080
TIBURTINA/CESANA,41.911133,12.550933
TIBURTINA/PIETRALATA,41.913212,12.556519
DUE PONTI/SIGNA,41.964995,12.455216
RIPA TEATINA (MB),41.924690,12.572802
ORIOLO ROMANO/CHIANCIANO,41.959309,12.459026
TIBURTINA/LANCIANO,41.927128,12.575108
TIBURTINA/NASINI,41.929416,12.577253
TIBURTINA/LINO DA PARMA,41.932110,12.581713
ORIOLO ROMANO,41.961423,12.461377
MOCENIGO,41.908881,12.451244
MORROVALLE/OSIMO,41.936992,12.583117
MORROVALLE/SIROLO,41.939110,12.585496
BOCCEA/CANDELO,41.922037,12.373070
BOCCEA/CANDELO,41.921732,12.375118
PORTONACCIO/SILVIO LATINO,41.895679,12.541639
PORTONACCIO/ARIMONDI,41.897622,12.539946
GREGORIO VII/LEONE XIII,41.893503,12.435438
CASAL BERTONE/POLLIO,41.897504,12.533704
