Localizzazione1,STRADA1,Localizzazione2,STRADA2,Strada02,DaSpecificare,NUM_FERITI,NUM_RISERVATA,NUM_MORTI,NUM_ILLESI,Longitudine,Latitudine,TipoVeicolo,StatoVeicolo,Marca,Modello,Deceduto,DecedutoDopo
Strada Urbana,VIA COLLATINA,all'intersezione con,VIA ACHILLE VERTUNNI,VIA ACHILLE VERTUNNI,,0,0,0,3,12.61508,41.90425,Autovettura privata,In marcia / fermata / arresto,Hyundai,i10,0,
Strada Urbana,VIA COLLATINA,all'intersezione con,VIA ACHILLE VERTUNNI,VIA ACHILLE VERTUNNI,,0,0,0,3,12.61508,41.90425,Autovettura privata,In marcia / fermata / arresto,Hyundai,i10,0,
Strada Urbana,VIA COLLATINA,all'intersezione con,VIA ACHILLE VERTUNNI,VIA ACHILLE VERTUNNI,,0,0,0,3,12.61508,41.90425,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,MITO,0,
Strada Urbana,VIA TRIONFALE,all'intersezione con,VIA MACCHIA DELL'INSUGHERATA,VIA MACCHIA DELL'INSUGHERATA,,1,0,0,1,12.41232,41.95527,Autovettura privata,In marcia / fermata / arresto,Lancia,Y,0,
Strada Urbana,VIA TRIONFALE,all'intersezione con,VIA MACCHIA DELL'INSUGHERATA,VIA MACCHIA DELL'INSUGHERATA,,1,0,0,1,12.41232,41.95527,Motociclo a solo,In marcia / fermata / arresto,Kymco,Agility 125,0,NON DECEDUTO
Strada Urbana,VIA PORTUENSE,all'intersezione con,VIA LANFRANCO MAROI,VIA LANFRANCO MAROI,,0,0,0,3,12.41584,41.84761,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta,0,
Strada Urbana,VIA PORTUENSE,all'intersezione con,VIA LANFRANCO MAROI,VIA LANFRANCO MAROI,,0,0,0,3,12.41584,41.84761,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta,0,
Strada Urbana,VIA PORTUENSE,all'intersezione con,VIA LANFRANCO MAROI,VIA LANFRANCO MAROI,,0,0,0,3,12.41584,41.84761,Autovettura privata,In marcia / fermata / arresto,Seat,M I I,0,
,VIA DELLA MAGLIANA,all'intersezione con,VIA PIAN DUE TORRI,VIA PIAN DUE TORRI,,0,0,0,2,12.42401,41.83394,Autotreno,In marcia / fermata / arresto,Daimler-Benz,Mercedes,0,
,VIA DELLA MAGLIANA,all'intersezione con,VIA PIAN DUE TORRI,VIA PIAN DUE TORRI,,0,0,0,2,12.42401,41.83394,Motociclo a solo,In marcia / fermata / arresto,Yamaha, xenter,0,
,VIA PORTUENSE,in corrispondenza,,del civico n.,,1,0,0,0,12.43263,41.85181,,,,,0,NON DECEDUTO
Strada Urbana,VIA AGNOSINE,in corrispondenza,,del civico n.,,2,0,0,1,12.38436,41.95210,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat,Panda,0,
Strada Urbana,VIA AGNOSINE,in corrispondenza,,del civico n.,,2,0,0,1,12.38436,41.95210,Autovettura privata,In marcia / fermata / arresto,Fiat,Bravo,0,NON DECEDUTO
Strada Urbana,VIA AGNOSINE,in corrispondenza,,del civico n.,,2,0,0,1,12.38436,41.95210,Autovettura privata,In marcia / fermata / arresto,Fiat,Bravo,0,NON DECEDUTO
Strada Urbana,VIA DELLA MAGLIANA,in prossimit�,,del civico n.,,0,0,0,2,12.45846,41.84861,Autoarticolato,In marcia / fermata / arresto,Scania,(non accertato),0,
Strada Urbana,VIA DELLA MAGLIANA,in prossimit�,,del civico n.,,0,0,0,2,12.45846,41.84861,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,MITO,0,
Strada Urbana,VIA TRIONFALE,all'intersezione con,VIA BENEDETTO BACCHINI,VIA BENEDETTO BACCHINI,,1,0,0,2,12.41235,41.95891,Autovettura privata,In marcia / fermata / arresto,Audi,A 4,0,
Strada Urbana,VIA TRIONFALE,all'intersezione con,VIA BENEDETTO BACCHINI,VIA BENEDETTO BACCHINI,,1,0,0,2,12.41235,41.95891,Autovettura privata,In marcia / fermata / arresto,Chevrolet,Matiz,0,
Strada Urbana,VIA TRIONFALE,all'intersezione con,VIA BENEDETTO BACCHINI,VIA BENEDETTO BACCHINI,,1,0,0,2,12.41235,41.95891,Autovettura privata,In marcia / fermata / arresto,Chevrolet,Matiz,0,NON DECEDUTO
Strada Urbana,VIA MARIO ROMAGNOLI,in corrispondenza,,del civico n.,,1,0,0,4,12.44175,41.91947,Autovettura privata,In marcia / fermata / arresto,Suzuki,Alto,0,NON DECEDUTO
Strada Urbana,VIA MARIO ROMAGNOLI,in corrispondenza,,del civico n.,,1,0,0,4,12.44175,41.91947,Autovettura privata,In marcia / fermata / arresto,Ford,Focus,0,
Strada Urbana,VIA MARIO ROMAGNOLI,in corrispondenza,,del civico n.,,1,0,0,4,12.44175,41.91947,Autovettura privata,In marcia / fermata / arresto,Ford,Focus,0,
Strada Urbana,VIA MARIO ROMAGNOLI,in corrispondenza,,del civico n.,,1,0,0,4,12.44175,41.91947,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa,0,
Strada Urbana,VIA MARIO ROMAGNOLI,in corrispondenza,,del civico n.,,1,0,0,4,12.44175,41.91947,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa,0,
Strada Urbana,VIA PORTUENSE,all'intersezione con,VIA DELLE VIGNE,VIA DELLE VIGNE,,0,0,0,2,12.41584,41.84761,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa,0,
Strada Urbana,VIA PORTUENSE,all'intersezione con,VIA DELLE VIGNE,VIA DELLE VIGNE,,0,0,0,2,12.41584,41.84761,Ciclomotore,In marcia / fermata / arresto,Aprilia,Scarabeo,0,
Strada Urbana,VIA PORTUENSE,in corrispondenza,,del civico n.,,0,0,0,3,12.41948,41.84851,Autovettura privata,In marcia / fermata / arresto,Fiat,500,0,
Strada Urbana,VIA PORTUENSE,in corrispondenza,,del civico n.,,0,0,0,3,12.41948,41.84851,Autovettura privata,In marcia / fermata / arresto,Fiat,500,0,
Strada Urbana,VIA PORTUENSE,in corrispondenza,,del civico n.,,0,0,0,3,12.41948,41.84851,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa,0,
,VIA GIUSEPPE TROIANI,all'intersezione con,VIA GIUSEPPE LUNATI,VIA GIUSEPPE LUNATI,,0,0,0,2,12.45199,41.85864,Autovettura privata,In marcia / fermata / arresto,Fiat,500,0,
,VIA GIUSEPPE TROIANI,all'intersezione con,VIA GIUSEPPE LUNATI,VIA GIUSEPPE LUNATI,,0,0,0,2,12.45199,41.85864,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 300,0,
Strada Urbana,VIALE GUGLIELMO MARCONI,in corrispondenza,,del civico n.,,0,0,0,1,12.46833,41.86686,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Strada Urbana,VIA IGNAZIO RIBOTTI,in prossimit�,,del civico n.,,0,0,0,3,12.44940,41.85266,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Strada Urbana,VIA IGNAZIO RIBOTTI,in prossimit�,,del civico n.,,0,0,0,3,12.44940,41.85266,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Strada Urbana,VIA IGNAZIO RIBOTTI,in prossimit�,,del civico n.,,0,0,0,3,12.44940,41.85266,Autovettura privata,In marcia / fermata / arresto,Alfa Lancia,Y,0,
Strada Urbana,VIA DI ACQUA BULLICANTE,in prossimit�,,del civico n.,,0,0,0,2,12.54370,41.88623,Autovettura privata,In marcia / fermata / arresto,Opel,Zafira,0,
Strada Urbana,VIA DI ACQUA BULLICANTE,in prossimit�,,del civico n.,,0,0,0,2,12.54370,41.88623,Autovettura privata,In marcia / fermata / arresto,Hyundai,Athos,0,
Strada Urbana,VIALE DI S. PAOLO,da specificare,,,altezza LUNGOTEVERE DI S. PAOLO,0,0,0,4,12.47601,41.86057,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta,0,
Strada Urbana,VIALE DI S. PAOLO,da specificare,,,altezza LUNGOTEVERE DI S. PAOLO,0,0,0,4,12.47601,41.86057,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta,0,
Strada Urbana,VIALE DI S. PAOLO,da specificare,,,altezza LUNGOTEVERE DI S. PAOLO,0,0,0,4,12.47601,41.86057,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta,0,
Strada Urbana,VIALE DI S. PAOLO,da specificare,,,altezza LUNGOTEVERE DI S. PAOLO,0,0,0,4,12.47601,41.86057,Autovettura privata,In marcia / fermata / arresto,Toyota,Aygo,0,
Strada Urbana,VIA MATTIA BATTISTINI,in prossimit�,,del civico n.,,1,0,0,0,12.41840,41.91233,Motociclo a solo,In marcia / fermata / arresto,Yamaha,(non accertato),0,NON DECEDUTO
Strada Urbana,VIA GREGORIO VII,da specificare,,,FRONTE CIVICO 466,0,0,0,3,12.44068,41.89613,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Strada Urbana,VIA GREGORIO VII,da specificare,,,FRONTE CIVICO 466,0,0,0,3,12.44068,41.89613,Autovettura privata,In marcia / fermata / arresto,Citroen,C3,0,
Strada Urbana,VIA GREGORIO VII,da specificare,,,FRONTE CIVICO 466,0,0,0,3,12.44068,41.89613,Autovettura privata,In marcia / fermata / arresto,Citroen,C3,0,
Strada Urbana,PIAZZA AMILCARE ZAMORANI,all'intersezione con,VIA ACHILLE BENEDETTI,VIA ACHILLE BENEDETTI,,0,0,0,2,12.54481,41.91130,Autovettura privata,In marcia / fermata / arresto,Renault,Modus,0,
Strada Urbana,PIAZZA AMILCARE ZAMORANI,all'intersezione con,VIA ACHILLE BENEDETTI,VIA ACHILLE BENEDETTI,,0,0,0,2,12.54481,41.91130,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
,VIA WALTER TOBAGI,in prossimit�,,del civico n.,,0,0,0,2,12.59818,41.87178,Autovettura privata,In marcia / fermata / arresto,Peugeot,207,0,
,VIA WALTER TOBAGI,in prossimit�,,del civico n.,,0,0,0,2,12.59818,41.87178,Autovettura privata,In marcia / fermata / arresto,Peugeot,207,0,
Strada Urbana,NUOVA CIRCONVALLAZIONE INTERNA,da specificare,,,direz. S. Giovanni alt. PORTONACCIO,0,0,0,2,12.53385,41.90761,Autovettura privata,In marcia / fermata / arresto,Mercedes,Classe A 180,0,
Strada Urbana,NUOVA CIRCONVALLAZIONE INTERNA,da specificare,,,direz. S. Giovanni alt. PORTONACCIO,0,0,0,2,12.53385,41.90761,Autovettura privata,In marcia / fermata / arresto,Mercedes,Classe A 180,0,
Provinciale entro l'abitato,VIA PRENESTINA,in corrispondenza,,del palo luce n.,,0,0,0,2,12.60823,41.89369,Autovettura privata,In marcia / fermata / arresto,Chevrolet,Matiz,0,
Provinciale entro l'abitato,VIA PRENESTINA,in corrispondenza,,del palo luce n.,,0,0,0,2,12.60823,41.89369,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Iveco,EURO CARGO,0,
Strada Urbana,VIALE SS. PIETRO E PAOLO,da specificare,,,prox. p.za Gandhi,1,0,0,2,12.46269,41.83505,,,,,0,NON DECEDUTO
Strada Urbana,VIALE SS. PIETRO E PAOLO,da specificare,,,prox. p.za Gandhi,1,0,0,2,12.46269,41.83505,Autovettura privata,In marcia / fermata / arresto,Smart ,For Twoo,0,
Strada Urbana,VIALE SS. PIETRO E PAOLO,da specificare,,,prox. p.za Gandhi,1,0,0,2,12.46269,41.83505,Autovettura privata,In marcia / fermata / arresto,Smart ,For Twoo,0,
Strada Urbana,VIA UGO DE CAROLIS,in corrispondenza,,del civico n.,,0,0,0,2,12.43885,41.91769,Autovettura privata,Sosta,Opel,Corsa,0,
Strada Urbana,VIA UGO DE CAROLIS,in corrispondenza,,del civico n.,,0,0,0,2,12.43885,41.91769,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Strada Urbana,VIALE DELL'OCEANO INDIANO,da specificare,,,palo acea 24,2,0,0,1,12.44860,41.82464,Autovettura privata,In marcia / fermata / arresto,Chevrolet,Matiz,0,NON DECEDUTO
Strada Urbana,VIALE DELL'OCEANO INDIANO,da specificare,,,palo acea 24,2,0,0,1,12.44860,41.82464,Autovettura privata,In marcia / fermata / arresto,Chevrolet,Matiz,0,NON DECEDUTO
Strada Urbana,VIALE DELL'OCEANO INDIANO,da specificare,,,palo acea 24,2,0,0,1,12.44860,41.82464,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,Giulietta,0,
Strada Urbana,VIALE DEI ROMANISTI,all'intersezione con,VIA DI TORRE SPACCATA,VIA DI TORRE SPACCATA,,1,0,0,1,12.58638,41.86539,,,,,0,NON DECEDUTO
Strada Urbana,VIALE DEI ROMANISTI,all'intersezione con,VIA DI TORRE SPACCATA,VIA DI TORRE SPACCATA,,1,0,0,1,12.58638,41.86539,Autovettura privata,In marcia / fermata / arresto,Ford,KA,0,
Strada Urbana,VIA ALESSANDRO CASTELLI,in corrispondenza,,del civico n.,,0,0,0,2,12.61042,41.90759,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra,0,
Strada Urbana,VIA ALESSANDRO CASTELLI,in corrispondenza,,del civico n.,,0,0,0,2,12.61042,41.90759,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra,0,
,VIA SANSEPOLCRO,in prossimit�,,del civico n.,,0,0,0,2,12.51641,41.97225,,,,,0,
,VIA SANSEPOLCRO,in prossimit�,,del civico n.,,0,0,0,2,12.51641,41.97225,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Opel,Vivaro,0,
Strada Urbana,VIALE PALMIRO TOGLIATTI,all'intersezione semaforizzata con,VIALE DEI ROMANISTI,VIALE DEI ROMANISTI,,1,0,0,1,12.56838,41.86972,Autovettura privata,In marcia / fermata / arresto,Daimler,CLASSE A,0,
Strada Urbana,VIALE PALMIRO TOGLIATTI,all'intersezione semaforizzata con,VIALE DEI ROMANISTI,VIALE DEI ROMANISTI,,1,0,0,1,12.56838,41.86972,Motociclo a solo,In marcia / fermata / arresto,Honda,750 cc.,0,NON DECEDUTO
,VIA SALARIA,in prossimit�,,del civico n.,,0,0,0,3,12.50614,41.94361,Autovettura privata,In marcia / fermata / arresto,Fiat,Dobl�,0,
,VIA SALARIA,in prossimit�,,del civico n.,,0,0,0,3,12.50614,41.94361,Autovettura privata,In marcia / fermata / arresto,Fiat,500,0,
,VIA SALARIA,in prossimit�,,del civico n.,,0,0,0,3,12.50614,41.94361,Autovettura privata,In marcia / fermata / arresto,Renault,Traffic,0,
Strada Urbana,VIA LUIGI ARBIB PASCUCCI,all'intersezione semaforizzata con,VIA DELLA PINETA SACCHETTI,VIA DELLA PINETA SACCHETTI,,0,0,0,3,12.42665,41.92676,Autocarro superiore 35 q.,In marcia / fermata / arresto,Fiat,Iveco 120,0,
Strada Urbana,VIA LUIGI ARBIB PASCUCCI,all'intersezione semaforizzata con,VIA DELLA PINETA SACCHETTI,VIA DELLA PINETA SACCHETTI,,0,0,0,3,12.42665,41.92676,Autovettura privata,In marcia / fermata / arresto,Talbot-Simca,Solara,0,
Strada Urbana,VIA LUIGI ARBIB PASCUCCI,all'intersezione semaforizzata con,VIA DELLA PINETA SACCHETTI,VIA DELLA PINETA SACCHETTI,,0,0,0,3,12.42665,41.92676,Autovettura privata,In marcia / fermata / arresto,Talbot-Simca,Solara,0,
Strada Urbana,VIALE OSCAR SINIGAGLIA,all'intersezione con,VIA LAURENTINA,VIA LAURENTINA,,0,0,0,2,12.48140,41.82022,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf,0,
Strada Urbana,VIALE OSCAR SINIGAGLIA,all'intersezione con,VIA LAURENTINA,VIA LAURENTINA,,0,0,0,2,12.48140,41.82022,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Sharan,0,
Strada Urbana,VIA DELLA PINETA SACCHETTI,in corrispondenza,,del civico n.,,0,0,0,1,12.42695,41.92882,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Strada Urbana,VIA GIOVANNI GIOLITTI,all'intersezione con,VIA MAMIANI,VIA MAMIANI,,1,0,0,0,12.50598,41.89724,,,,,0,NON DECEDUTO
Strada Urbana,VIA DAMIANO CHIESA,all'intersezione con,VIA DI VALLE AURELIA,VIA DI VALLE AURELIA,,1,0,0,0,12.43465,41.91913,Autovettura privata,In marcia / fermata / arresto,Chevrolet,Matiz,0,NON DECEDUTO
Strada Urbana,VIA OSTIENSE,all'intersezione semaforizzata con,VIALE FERDINANDO BALDELLI,VIALE FERDINANDO BALDELLI,,0,0,0,2,12.47736,41.85689,Autovettura privata,In marcia / fermata / arresto,Daihatsu,Terios,0,
Strada Urbana,VIA OSTIENSE,all'intersezione semaforizzata con,VIALE FERDINANDO BALDELLI,VIALE FERDINANDO BALDELLI,,0,0,0,2,12.47736,41.85689,Autovettura privata,In marcia / fermata / arresto,BMW,Mini cooper,0,
Strada Urbana,VIA LUCHINO DAL VERME,all'intersezione con,VIA ERASMO GATTAMELATA,VIA ERASMO GATTAMELATA,,0,0,0,3,12.53662,41.88875,Autovettura privata,In marcia / fermata / arresto,Seat,Ibiza,0,
Strada Urbana,VIA LUCHINO DAL VERME,all'intersezione con,VIA ERASMO GATTAMELATA,VIA ERASMO GATTAMELATA,,0,0,0,3,12.53662,41.88875,Autovettura privata,In marcia / fermata / arresto,Fiat,Idea,0,
Strada Urbana,VIA LUCHINO DAL VERME,all'intersezione con,VIA ERASMO GATTAMELATA,VIA ERASMO GATTAMELATA,,0,0,0,3,12.53662,41.88875,Autovettura privata,In marcia / fermata / arresto,Fiat,Idea,0,
Strada Urbana,VIA CRISTOFORO COLOMBO,da specificare,,,ALT. P.LE DELL'AGRICOLTURA DIR. OSTIA,2,0,0,0,12.47333,41.83842,Motociclo a solo,In marcia / fermata / arresto,Yamaha,X-MAX,0,NON DECEDUTO
Strada Urbana,VIA CRISTOFORO COLOMBO,da specificare,,,ALT. P.LE DELL'AGRICOLTURA DIR. OSTIA,2,0,0,0,12.47333,41.83842,Motociclo a solo,In marcia / fermata / arresto,Yamaha,X-MAX,0,NON DECEDUTO
Strada Urbana,VIALE JONIO,all'intersezione con,VIA MONTE ROCCHETTA,VIA MONTE ROCCHETTA,,0,0,0,3,12.53597,41.94419,Autovettura privata,In marcia / fermata / arresto,Daimler AG,Smart Fortwo coup�,0,
Strada Urbana,VIALE JONIO,all'intersezione con,VIA MONTE ROCCHETTA,VIA MONTE ROCCHETTA,,0,0,0,3,12.53597,41.94419,Autovettura privata,In marcia / fermata / arresto,Daimler AG,Smart Fortwo coup�,0,
Strada Urbana,VIALE JONIO,all'intersezione con,VIA MONTE ROCCHETTA,VIA MONTE ROCCHETTA,,0,0,0,3,12.53597,41.94419,Motociclo a solo,In marcia / fermata / arresto,Honda,SW 400,0,
Strada Urbana,VIA DELLE VIGNE NUOVE,all'intersezione con,VIA VILLA DI FAONTE,VIA VILLA DI FAONTE,,0,0,0,2,12.53579,41.95549,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto,0,
Strada Urbana,VIA DELLE VIGNE NUOVE,all'intersezione con,VIA VILLA DI FAONTE,VIA VILLA DI FAONTE,,0,0,0,2,12.53579,41.95549,Autovettura privata,In marcia / fermata / arresto,Toyota,Aygo,0,
Strada Urbana,VIA VILLA DI FAONTE,da specificare,,,circa 200 metri dopo il supermercato PAM,0,0,0,1,12.54028,41.95001,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda,0,
Strada Urbana,VIA RAIMONDO SCINTU,in prossimit�,,del civico n.,,0,0,0,3,12.58038,41.85398,Autovettura privata,In marcia / fermata / arresto,Nissan,Juke,0,
Strada Urbana,VIA RAIMONDO SCINTU,in prossimit�,,del civico n.,,0,0,0,3,12.58038,41.85398,Autovettura privata,In marcia / fermata / arresto,Fiat-Lancia,Y,0,
Strada Urbana,VIA RAIMONDO SCINTU,in prossimit�,,del civico n.,,0,0,0,3,12.58038,41.85398,Autovettura privata,In marcia / fermata / arresto,Opel,Astra,0,
Provinciale,VIA DEL MARE,da specificare,,,direzione Ostia altezza km.13.000,0,0,0,4,12.46324,41.84026,Autovettura privata,In marcia / fermata / arresto,Renault,Megane,0,
Provinciale,VIA DEL MARE,da specificare,,,direzione Ostia altezza km.13.000,0,0,0,4,12.46324,41.84026,Autovettura privata,In marcia / fermata / arresto,Volvo,850,0,
Provinciale,VIA DEL MARE,da specificare,,,direzione Ostia altezza km.13.000,0,0,0,4,12.46324,41.84026,Autovettura privata,In marcia / fermata / arresto,Volvo,850,0,
Provinciale,VIA DEL MARE,da specificare,,,direzione Ostia altezza km.13.000,0,0,0,4,12.46324,41.84026,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat,Scudo,0,
Strada Urbana,VIALE GIUSTINIANO IMPERATORE,all'intersezione con,VIA GALBA,VIA GALBA,,0,0,0,6,12.48683,41.85528,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda,0,
Strada Urbana,VIALE GIUSTINIANO IMPERATORE,all'intersezione con,VIA GALBA,VIA GALBA,,0,0,0,6,12.48683,41.85528,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda,0,
Strada Urbana,VIALE GIUSTINIANO IMPERATORE,all'intersezione con,VIA GALBA,VIA GALBA,,0,0,0,6,12.48683,41.85528,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda,0,
Strada Urbana,VIALE GIUSTINIANO IMPERATORE,all'intersezione con,VIA GALBA,VIA GALBA,,0,0,0,6,12.48683,41.85528,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto,0,
Strada Urbana,VIALE GIUSTINIANO IMPERATORE,all'intersezione con,VIA GALBA,VIA GALBA,,0,0,0,6,12.48683,41.85528,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto,0,
Strada Urbana,VIALE GIUSTINIANO IMPERATORE,all'intersezione con,VIA GALBA,VIA GALBA,,0,0,0,6,12.48683,41.85528,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto,0,
Strada Urbana,VIA LIVIA ORESTILLA,all'intersezione con,VIALE ANICIO GALLO,VIALE ANICIO GALLO,,0,0,0,2,12.56653,41.85100,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra,0,
Strada Urbana,VIA LIVIA ORESTILLA,all'intersezione con,VIALE ANICIO GALLO,VIALE ANICIO GALLO,,0,0,0,2,12.56653,41.85100,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Citroen,JUMPER,0,
Strada Urbana,VIA GIOVANNI DA CASTEL BOLOGNESE,all'intersezione con,VIA PANFILO CASTALDI,VIA PANFILO CASTALDI,,0,0,0,2,12.46878,41.87490,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris Verso,0,
Strada Urbana,VIA GIOVANNI DA CASTEL BOLOGNESE,all'intersezione con,VIA PANFILO CASTALDI,VIA PANFILO CASTALDI,,0,0,0,2,12.46878,41.87490,Autovettura privata,In marcia / fermata / arresto,Ford,Focus,0,
Strada Urbana,VIALE DEGLI AMMIRAGLI,in corrispondenza,,del civico n.,,1,0,0,2,12.44439,41.90590,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat Iveco,35,0,
Strada Urbana,VIALE DEGLI AMMIRAGLI,in corrispondenza,,del civico n.,,1,0,0,2,12.44439,41.90590,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat Iveco,35,0,
Strada Urbana,VIALE DEGLI AMMIRAGLI,in corrispondenza,,del civico n.,,1,0,0,2,12.44439,41.90590,Motociclo a solo,In marcia / fermata / arresto,Honda,sh300,0,NON DECEDUTO
Strada Urbana,VIA MOSCA,da specificare,,,prossimit� via Dublino,0,0,0,1,12.51066,41.84207,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart Fortwo Coup�,0,
Strada Urbana,VIA DEGLI SCIPIONI,all'intersezione con,VIA VIRGINIO ORSINI,VIA VIRGINIO ORSINI,,1,0,0,2,12.46910,41.91127,Autovettura privata,In marcia / fermata / arresto,Daimler Chrysler Mercedes,Classe  A180,0,
Strada Urbana,VIA DEGLI SCIPIONI,all'intersezione con,VIA VIRGINIO ORSINI,VIA VIRGINIO ORSINI,,1,0,0,2,12.46910,41.91127,Autovettura privata,In marcia / fermata / arresto,Daimler Chrysler Mercedes,Classe  A180,0,NON DECEDUTO
Strada Urbana,VIA DEGLI SCIPIONI,all'intersezione con,VIA VIRGINIO ORSINI,VIA VIRGINIO ORSINI,,1,0,0,2,12.46910,41.91127,Autovettura privata,In marcia / fermata / arresto,Honda,Jazz,0,
Strada Urbana,VIA ROCCA DI PAPA,all'intersezione semaforizzata con,VIA CASTEL GANDOLFO,VIA CASTEL GANDOLFO,,0,0,0,3,12.53405,41.86846,Autovettura privata,In marcia / fermata / arresto,Toyota,Aygo,0,
Strada Urbana,VIA ROCCA DI PAPA,all'intersezione semaforizzata con,VIA CASTEL GANDOLFO,VIA CASTEL GANDOLFO,,0,0,0,3,12.53405,41.86846,Autovettura privata,In marcia / fermata / arresto,Fiat,600,0,
Strada Urbana,VIA ROCCA DI PAPA,all'intersezione semaforizzata con,VIA CASTEL GANDOLFO,VIA CASTEL GANDOLFO,,0,0,0,3,12.53405,41.86846,Autovettura privata,In marcia / fermata / arresto,Fiat,600,0,
Strada Urbana,VIA TRIONFALE,all'intersezione con,VIA S. TOMMASO D'AQUINO,VIA S. TOMMASO D'AQUINO,,0,0,0,2,12.45060,41.91443,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda,0,
Strada Urbana,VIA TRIONFALE,all'intersezione con,VIA S. TOMMASO D'AQUINO,VIA S. TOMMASO D'AQUINO,,0,0,0,2,12.45060,41.91443,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 300,0,
Strada Urbana,VIA CASILINA,all'intersezione semaforizzata con,VIA DEL GRANO,VIA DEL GRANO,,0,0,0,2,12.57634,41.87205,Autovettura privata,In marcia / fermata / arresto,Mazda,MX-5,0,
Strada Urbana,VIA CASILINA,all'intersezione semaforizzata con,VIA DEL GRANO,VIA DEL GRANO,,0,0,0,2,12.57634,41.87205,Autovettura privata,In marcia / fermata / arresto,Fiat,Cinquecento,0,
