Localizzazione1,STRADA1,Localizzazione2,STRADA2,Strada02,DaSpecificare,NUM_FERITI,NUM_RISERVATA,NUM_MORTI,NUM_ILLESI,Longitudine,Latitudine,TipoVeicolo,StatoVeicolo,Marca,Modello,Deceduto,DecedutoDopo
Strada Urbana,PIAZZA GIUSEPPE PRIMOLI,all'intersezione con,VIA RENATO FUCINI,VIA RENATO FUCINI,,0,0,0,3,12.55288,41.94522,Autovettura privata,In marcia / fermata / arresto,Fiat,500 L,0,
Strada Urbana,VIA DEI CASTANI,in corrispondenza,,del civico n.,,1,0,0,1,12.56660,41.88085,,,,,0,NON DECEDUTO
Strada Urbana,VIA DEI CASTANI,in corrispondenza,,del civico n.,,1,0,0,1,12.56660,41.88085,Autobus urbano,In marcia / fermata / arresto,IRIBUS,(ignoto),0,
Strada Urbana,VIA APPIA NUOVA,all'intersezione con,VIA GIOVANNI CIAMPINI,VIA GIOVANNI CIAMPINI,,1,0,0,2,12.57368,41.81399,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Strada Urbana,VIA APPIA NUOVA,all'intersezione con,VIA GIOVANNI CIAMPINI,VIA GIOVANNI CIAMPINI,,1,0,0,2,12.57368,41.81399,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Strada Urbana,VIA APPIA NUOVA,all'intersezione con,VIA GIOVANNI CIAMPINI,VIA GIOVANNI CIAMPINI,,1,0,0,2,12.57368,41.81399,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 150,0,NON DECEDUTO
Strada Urbana,VIA DI BOCCEA,all'intersezione con,VIA ACHILLE LUIGI BONANOME,VIA ACHILLE LUIGI BONANOME,,1,0,0,1,12.38860,41.91382,Autovettura privata,In marcia / fermata / arresto,Peugeot,5008,0,
Strada Urbana,VIA DI BOCCEA,all'intersezione con,VIA ACHILLE LUIGI BONANOME,VIA ACHILLE LUIGI BONANOME,,1,0,0,1,12.38860,41.91382,Motociclo a solo,In marcia / fermata / arresto,Honda,VF750 F,0,NON DECEDUTO
,VIA UGO DELLA SETA,da specificare,,,50 metri dopo intersezione con via Scoca,1,0,0,1,12.52526,41.96127,Autovettura privata,In marcia / fermata / arresto,Fiat,600,0,
,VIA UGO DELLA SETA,da specificare,,,50 metri dopo intersezione con via Scoca,1,0,0,1,12.52526,41.96127,Motociclo a solo,In marcia / fermata / arresto,Malaguti,Password 250,0,NON DECEDUTO
Strada Urbana,VIA CRISTOFORO COLOMBO,da specificare,,,altezza Euroma 2,0,0,0,2,12.46071,41.81451,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Strada Urbana,VIA CRISTOFORO COLOMBO,da specificare,,,altezza Euroma 2,0,0,0,2,12.46071,41.81451,Autovettura privata,In marcia / fermata / arresto,Fiat,panda 4x4,0,
Strada Urbana,VIA DI VILLA CHIGI,in prossimit�,,del civico n.,,0,0,0,1,12.51380,41.93223,Velocipede,In marcia / fermata / arresto,Galant,(ignoto),0,
Strada Urbana,VIA DELLE PALME,all'intersezione con,VIALE DELLE ORCHIDEE,VIALE DELLE ORCHIDEE,,1,0,0,1,12.56900,41.89018,Autovettura privata,In marcia / fermata / arresto,Ford,Focus,0,
Strada Urbana,VIA DELLE PALME,all'intersezione con,VIALE DELLE ORCHIDEE,VIALE DELLE ORCHIDEE,,1,0,0,1,12.56900,41.89018,Autovettura privata,In marcia / fermata / arresto,Renault,Clio,0,NON DECEDUTO
Strada Urbana,VIA GUALTIERO CASTELLINI,all'intersezione semaforizzata con,VIALE PARIOLI,VIALE PARIOLI,,0,0,0,3,12.48926,41.92536,,,,,0,
Strada Urbana,VIA GUALTIERO CASTELLINI,all'intersezione semaforizzata con,VIALE PARIOLI,VIALE PARIOLI,,0,0,0,3,12.48926,41.92536,,,,,0,
Strada Urbana,VIA GUALTIERO CASTELLINI,all'intersezione semaforizzata con,VIALE PARIOLI,VIALE PARIOLI,,0,0,0,3,12.48926,41.92536,Autovettura privata,In marcia / fermata / arresto,Lancia,Musa,0,
Strada Urbana,VIA CARLO LINNEO,in prossimit�,,del civico n.,,0,0,0,2,12.48264,41.91957,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo,0,
Strada Urbana,VIA CARLO LINNEO,in prossimit�,,del civico n.,,0,0,0,2,12.48264,41.91957,Motociclo a solo,In marcia / fermata / arresto,Honda,150,0,
Provinciale entro l'abitato,VIA NOMENTANA,da specificare,,,prossimit� via Val Brembana,0,0,0,1,12.52728,41.93109,Autovettura privata,In marcia / fermata / arresto,Citroen,C1,0,
Strada Urbana,PIAZZALE DON GIOVANNI MINZONI,da specificare,,,prox via de notaris,0,0,0,4,12.48013,41.92037,Autovettura privata,In marcia / fermata / arresto,Fiat,Multipla,0,
Strada Urbana,PIAZZALE DON GIOVANNI MINZONI,da specificare,,,prox via de notaris,0,0,0,4,12.48013,41.92037,Autovettura privata,In marcia / fermata / arresto,Fiat,Multipla,0,
Strada Urbana,PIAZZALE DON GIOVANNI MINZONI,da specificare,,,prox via de notaris,0,0,0,4,12.48013,41.92037,Autovettura privata,In marcia / fermata / arresto,Fiat,Multipla,0,
Strada Urbana,PIAZZALE DON GIOVANNI MINZONI,da specificare,,,prox via de notaris,0,0,0,4,12.48013,41.92037,Autovettura privata,In marcia / fermata / arresto,BMW,--,0,
Strada Urbana,VIA LUIGI CANINA,in prossimit�,,del civico n.,,0,0,0,3,12.47106,41.92072,Autovettura privata,In marcia / fermata / arresto,Smart ,Smart for two coup�,0,
Strada Urbana,VIA LUIGI CANINA,in prossimit�,,del civico n.,,0,0,0,3,12.47106,41.92072,Autovettura privata,In marcia / fermata / arresto,Fiat-Lancia,YPSILON,0,
Strada Urbana,VIA LUIGI CANINA,in prossimit�,,del civico n.,,0,0,0,3,12.47106,41.92072,Autovettura privata,In marcia / fermata / arresto,Fiat-Lancia,YPSILON,0,
Strada Urbana,VIA DEL FORO ITALICO,da specificare,,,alt. via Della Moschea,1,0,0,2,12.48813,41.93908,Autovettura privata,In marcia / fermata / arresto,Ford,Focus,0,
Strada Urbana,VIA DEL FORO ITALICO,da specificare,,,alt. via Della Moschea,1,0,0,2,12.48813,41.93908,Autovettura privata,In marcia / fermata / arresto,Ford,Focus,0,
Strada Urbana,VIA DEL FORO ITALICO,da specificare,,,alt. via Della Moschea,1,0,0,2,12.48813,41.93908,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 300,0,NON DECEDUTO
Strada Urbana,CIRCONVALLAZIONE AURELIA,da specificare,,,in prossimita' del fronte civico 13,0,0,0,2,12.42849,41.89711,Autovettura privata,In marcia / fermata / arresto,Fiat,Brava,0,
Strada Urbana,CIRCONVALLAZIONE AURELIA,da specificare,,,in prossimita' del fronte civico 13,0,0,0,2,12.42849,41.89711,Autovettura privata,In marcia / fermata / arresto,Fiat,ULYSSE,0,
Strada Urbana,VIA GREGORIO VII,da specificare,,,FRONTE CIVICO 466,1,0,0,1,12.44073,41.89613,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Passat,0,
Strada Urbana,VIA GREGORIO VII,da specificare,,,FRONTE CIVICO 466,1,0,0,1,12.44073,41.89613,Motociclo a solo,In marcia / fermata / arresto,Honda,Silverwing,0,NON DECEDUTO
Strada Urbana,VIA PIO IX,in corrispondenza,,del civico n.,,0,0,0,1,12.42345,41.90839,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto,0,
Strada Urbana,VIA BALDO DEGLI UBALDI,in prossimit�,,del civico n.,,0,0,0,2,12.43600,41.89962,Autobus turistico,In marcia / fermata / arresto,Chrysler,Voyager,0,
Strada Urbana,VIA BALDO DEGLI UBALDI,in prossimit�,,del civico n.,,0,0,0,2,12.43600,41.89962,Autovettura privata,In marcia / fermata / arresto,Mini,Cooper,0,
Strada Urbana,CORSO SEMPIONE,all'intersezione con,VIALE TIRRENO,VIALE TIRRENO,,0,0,0,3,12.53367,41.93519,Autovettura privata,In marcia / fermata / arresto,Volkswagen,TOUAREG,0,
Strada Urbana,CORSO SEMPIONE,all'intersezione con,VIALE TIRRENO,VIALE TIRRENO,,0,0,0,3,12.53367,41.93519,Autovettura privata,In marcia / fermata / arresto,Volkswagen,TOUAREG,0,
Strada Urbana,CORSO SEMPIONE,all'intersezione con,VIALE TIRRENO,VIALE TIRRENO,,0,0,0,3,12.53367,41.93519,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda,0,
Strada Urbana,VIA DEI GELSI,all'intersezione con,VIA DEI CICLAMINI,VIA DEI CICLAMINI,,0,0,0,3,12.56718,41.88889,Autovettura privata,In marcia / fermata / arresto,Opel,Astra,0,
Strada Urbana,VIA DEI GELSI,all'intersezione con,VIA DEI CICLAMINI,VIA DEI CICLAMINI,,0,0,0,3,12.56718,41.88889,Autovettura privata,In marcia / fermata / arresto,Fiat,600,0,
Strada Urbana,VIA DEI GELSI,all'intersezione con,VIA DEI CICLAMINI,VIA DEI CICLAMINI,,0,0,0,3,12.56718,41.88889,Autovettura privata,In marcia / fermata / arresto,Fiat,600,0,
Strada Urbana,PIAZZA DELLE CINQUE GIORNATE,in prossimit�,,del civico n.,,0,0,0,4,12.46941,41.91400,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Strada Urbana,PIAZZA DELLE CINQUE GIORNATE,in prossimit�,,del civico n.,,0,0,0,4,12.46941,41.91400,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Strada Urbana,PIAZZA DELLE CINQUE GIORNATE,in prossimit�,,del civico n.,,0,0,0,4,12.46941,41.91400,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,MITO,0,
Strada Urbana,PIAZZA DELLE CINQUE GIORNATE,in prossimit�,,del civico n.,,0,0,0,4,12.46941,41.91400,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,MITO,0,
,VIA RENATO FUCINI,in prossimit�,,del civico n.,,1,0,0,1,12.54498,41.95335,Ciclomotore,In marcia / fermata / arresto,Honda,SH  50,0,NON DECEDUTO
,VIA RENATO FUCINI,in prossimit�,,del civico n.,,1,0,0,1,12.54498,41.95335,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart,0,
Strada Urbana,VIA BONCOMPAGNI,all'intersezione con,VIA ABRUZZI,VIA ABRUZZI,,2,0,0,3,12.49277,41.90803,Autovettura di polizia,In marcia / fermata / arresto,BMW,550,0,NON DECEDUTO
Strada Urbana,VIA BONCOMPAGNI,all'intersezione con,VIA ABRUZZI,VIA ABRUZZI,,2,0,0,3,12.49277,41.90803,Autovettura di polizia,In marcia / fermata / arresto,BMW,550,0,NON DECEDUTO
Strada Urbana,VIA BONCOMPAGNI,all'intersezione con,VIA ABRUZZI,VIA ABRUZZI,,2,0,0,3,12.49277,41.90803,Autovettura di polizia,In marcia / fermata / arresto,BMW,550,0,
Strada Urbana,VIA BONCOMPAGNI,all'intersezione con,VIA ABRUZZI,VIA ABRUZZI,,2,0,0,3,12.49277,41.90803,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,Giulietta,0,
Strada Urbana,VIA BONCOMPAGNI,all'intersezione con,VIA ABRUZZI,VIA ABRUZZI,,2,0,0,3,12.49277,41.90803,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,Giulietta,0,
Strada Urbana,PIAZZA DEL RISORGIMENTO,da specificare,,,in prossimit� v. cola di rienzo,0,0,0,3,12.45781,41.90590,Autobus turistico,In marcia / fermata / arresto,VAN HOOL,astromega,0,
Strada Urbana,PIAZZA DEL RISORGIMENTO,da specificare,,,in prossimit� v. cola di rienzo,0,0,0,3,12.45781,41.90590,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta,0,
Strada Urbana,PIAZZA DEL RISORGIMENTO,da specificare,,,in prossimit� v. cola di rienzo,0,0,0,3,12.45781,41.90590,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta,0,
Strada Urbana,VIA COLLATINA,all'intersezione con,VIA DI GROTTA DI GREGNA,VIA DI GROTTA DI GREGNA,,0,0,0,4,12.56744,41.90082,Autovettura privata,In marcia / fermata / arresto,Lancia,Y,0,
Strada Urbana,VIA COLLATINA,all'intersezione con,VIA DI GROTTA DI GREGNA,VIA DI GROTTA DI GREGNA,,0,0,0,4,12.56744,41.90082,Autovettura privata,In marcia / fermata / arresto,Fiat,600,0,
Strada Urbana,VIA COLLATINA,all'intersezione con,VIA DI GROTTA DI GREGNA,VIA DI GROTTA DI GREGNA,,0,0,0,4,12.56744,41.90082,Autovettura privata,In marcia / fermata / arresto,Lancia,Lybra,0,
Strada Urbana,VIA COLLATINA,all'intersezione con,VIA DI GROTTA DI GREGNA,VIA DI GROTTA DI GREGNA,,0,0,0,4,12.56744,41.90082,Autovettura privata,In marcia / fermata / arresto,Lancia,Lybra,0,
,PIAZZALE JONIO,in prossimit�,,del civico n.,,0,0,0,3,12.52539,41.94595,Motociclo con passeggero,In marcia / fermata / arresto,Honda,SH 150,0,
,PIAZZALE JONIO,in prossimit�,,del civico n.,,0,0,0,3,12.52539,41.94595,Autovettura privata,In marcia / fermata / arresto,BMW,(non accertato),0,
,PIAZZALE JONIO,in prossimit�,,del civico n.,,0,0,0,3,12.52539,41.94595,Autovettura privata,In marcia / fermata / arresto,BMW,(non accertato),0,
Strada Urbana,VIA ARTURO D'ASPRO,in corrispondenza,,del civico n.,,0,0,0,4,12.48597,41.80171,Autovettura privata,In marcia / fermata / arresto,Toyota,Aygo,0,
Strada Urbana,VIA ARTURO D'ASPRO,in corrispondenza,,del civico n.,,0,0,0,4,12.48597,41.80171,Autovettura privata,In marcia / fermata / arresto,Toyota,Aygo,0,
Strada Urbana,VIA ARTURO D'ASPRO,in corrispondenza,,del civico n.,,0,0,0,4,12.48597,41.80171,Autovettura privata,In marcia / fermata / arresto,Toyota,Aygo,0,
Strada Urbana,VIA ARTURO D'ASPRO,in corrispondenza,,del civico n.,,0,0,0,4,12.48597,41.80171,Autovettura privata,In marcia / fermata / arresto,Toyota,Aygo,0,
Strada Urbana,VIALE TITO LABIENO,all'intersezione con,PIAZZA DI CINECITTA',PIAZZA DI CINECITTA',,4,0,0,2,12.56741,41.85330,Autovettura privata,In marcia / fermata / arresto,Toyota,Corolla Verso,0,
Strada Urbana,VIALE TITO LABIENO,all'intersezione con,PIAZZA DI CINECITTA',PIAZZA DI CINECITTA',,4,0,0,2,12.56741,41.85330,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,156,0,NON DECEDUTO
Strada Urbana,VIALE TITO LABIENO,all'intersezione con,PIAZZA DI CINECITTA',PIAZZA DI CINECITTA',,4,0,0,2,12.56741,41.85330,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,156,0,
Strada Urbana,VIALE TITO LABIENO,all'intersezione con,PIAZZA DI CINECITTA',PIAZZA DI CINECITTA',,4,0,0,2,12.56741,41.85330,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,156,0,NON DECEDUTO
Strada Urbana,VIALE TITO LABIENO,all'intersezione con,PIAZZA DI CINECITTA',PIAZZA DI CINECITTA',,4,0,0,2,12.56741,41.85330,Autovettura privata,In marcia / fermata / arresto,Adam Opel,Zafira,0,NON DECEDUTO
Strada Urbana,VIALE TITO LABIENO,all'intersezione con,PIAZZA DI CINECITTA',PIAZZA DI CINECITTA',,4,0,0,2,12.56741,41.85330,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Citroen,JUMPER,0,NON DECEDUTO
Strada Urbana,CIRCONVALLAZIONE TRIONFALE,all'intersezione semaforizzata con,VIA BERNARDINO TELESIO,VIA BERNARDINO TELESIO,,1,0,0,1,12.44942,41.91095,Motociclo a solo,In marcia / fermata / arresto,Kimco,People,0,
Strada Urbana,CIRCONVALLAZIONE TRIONFALE,all'intersezione semaforizzata con,VIA BERNARDINO TELESIO,VIA BERNARDINO TELESIO,,1,0,0,1,12.44942,41.91095,Ciclomotore,In marcia / fermata / arresto,Piaggio,Liberty,0,NON DECEDUTO
,VIA ALBANO,in prossimit�,,del civico n.,,1,0,0,0,12.53326,41.87144,,,,,0,NON DECEDUTO
Strada Urbana,VIA CASILINA,all'intersezione con,VIALE DELLA PRIMAVERA,VIALE DELLA PRIMAVERA,,1,0,0,1,12.55857,41.87550,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Strada Urbana,VIA CASILINA,all'intersezione con,VIALE DELLA PRIMAVERA,VIALE DELLA PRIMAVERA,,1,0,0,1,12.55857,41.87550,Motociclo a solo,In marcia / fermata / arresto,Suzuki,Burgman,0,NON DECEDUTO
Strada Urbana,PIAZZA WALTER ROSSI,in prossimit�,,del civico n.,,0,0,0,1,12.44327,41.93464,,,,,0,
,VIA VIRGINIO ORSINI,all'intersezione con,VIA DEGLI SCIPIONI,VIA DEGLI SCIPIONI,,2,0,0,1,12.46908,41.91128,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 150,0,NON DECEDUTO
,VIA VIRGINIO ORSINI,all'intersezione con,VIA DEGLI SCIPIONI,VIA DEGLI SCIPIONI,,2,0,0,1,12.46908,41.91128,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 150,0,NON DECEDUTO
,VIA VIRGINIO ORSINI,all'intersezione con,VIA DEGLI SCIPIONI,VIA DEGLI SCIPIONI,,2,0,0,1,12.46908,41.91128,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart For Two,0,
Strada Urbana,VIA SAMPIERO DI BASTELICA,all'intersezione con,VIA ANGELO DELLA PERGOLA,VIA ANGELO DELLA PERGOLA,,1,0,0,0,12.53761,41.89053,Velocipede,In marcia / fermata / arresto,Stella,da uomo,0,NON DECEDUTO
Strada Urbana,VIA DELLA PINETA SACCHETTI,all'intersezione con,VIA DEL FORTE BOCCEA,VIA DEL FORTE BOCCEA,,1,0,0,1,12.42541,41.90745,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat,Fiorino,0,
Strada Urbana,VIA DELLA PINETA SACCHETTI,all'intersezione con,VIA DEL FORTE BOCCEA,VIA DEL FORTE BOCCEA,,1,0,0,1,12.42541,41.90745,Motociclo a solo,In marcia / fermata / arresto,Kawasaki,ER 6N,0,NON DECEDUTO
Strada Urbana,VIA DI ACQUA BULLICANTE,all'intersezione con,VIA DEL PIGNETO,VIA DEL PIGNETO,,1,0,0,1,12.54309,41.88664,Motociclo a solo,In marcia / fermata / arresto,Honda,SH,0,NON DECEDUTO
Strada Urbana,VIA DI ACQUA BULLICANTE,all'intersezione con,VIA DEL PIGNETO,VIA DEL PIGNETO,,1,0,0,1,12.54309,41.88664,Autovettura privata,In marcia / fermata / arresto,Fiat,600,0,
Strada Urbana,VIALE APPIO CLAUDIO,all'intersezione con,VIA AMANTEA,VIA AMANTEA,,1,0,0,1,12.55538,41.83934,Autovettura privata,In marcia / fermata / arresto,Ford,KA,0,NON DECEDUTO
Strada Urbana,VIALE APPIO CLAUDIO,all'intersezione con,VIA AMANTEA,VIA AMANTEA,,1,0,0,1,12.55538,41.83934,Autovettura privata,In marcia / fermata / arresto,Citroen,C3,0,
Strada Urbana,VIA RAFFAELE CONFORTI,in corrispondenza,,del civico n.,,0,0,0,1,12.40842,41.89329,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat Iveco,(ignoto),0,
Strada Urbana,VIA MAGNAGRECIA,in prossimit�,,del civico n.,,0,0,0,1,12.50905,41.88449,Autocarro superiore 35 q.,In marcia / fermata / arresto,Iveco,Magirus 2608/E4,0,
Strada Urbana,VIALE DEI QUATTRO VENTI,in prossimit�,,del civico n.,,0,0,0,1,12.45842,41.88511,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Strada Urbana,VIA AURELIA,in prossimit�,,del civico n.,,0,0,0,1,12.41245,41.89081,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta,0,
Strada Urbana,VIA ANDREA DORIA,in prossimit�,,del civico n.,,0,0,0,2,12.45384,41.91043,Autobus di linea,In marcia / fermata / arresto,Evobus,(non accertato),0,
Strada Urbana,VIA ANDREA DORIA,in prossimit�,,del civico n.,,0,0,0,2,12.45384,41.91043,Autovettura privata,In marcia / fermata / arresto,Fiat,600,0,
Strada Urbana,VIA CORNELIA,in corrispondenza,,del civico n.,,1,0,0,2,12.39159,41.90479,Autovettura privata,In marcia / fermata / arresto,BMW,320 D,0,
Strada Urbana,VIA CORNELIA,in corrispondenza,,del civico n.,,1,0,0,2,12.39159,41.90479,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa,0,
Strada Urbana,VIA CORNELIA,in corrispondenza,,del civico n.,,1,0,0,2,12.39159,41.90479,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa,0,NON DECEDUTO
Strada Urbana,VIA DELL'AEROPORTO,all'intersezione con,VIA CLAUDIO ASELLO,VIA CLAUDIO ASELLO,,1,0,0,1,12.55698,41.86364,Autovettura privata,In marcia / fermata / arresto,Renault,Twingo,0,
Strada Urbana,VIA DELL'AEROPORTO,all'intersezione con,VIA CLAUDIO ASELLO,VIA CLAUDIO ASELLO,,1,0,0,1,12.55698,41.86364,Ciclomotore,In marcia / fermata / arresto,Malaguti,Fire fox,0,NON DECEDUTO
Strada Urbana,VIA VAL SANTERNO,all'intersezione con,VIA VAL VARAITA,VIA VAL VARAITA,,0,0,0,3,12.52574,41.94118,Autovettura privata,In marcia / fermata / arresto,Fiat,500,0,
Strada Urbana,VIA VAL SANTERNO,all'intersezione con,VIA VAL VARAITA,VIA VAL VARAITA,,0,0,0,3,12.52574,41.94118,Autovettura privata,In marcia / fermata / arresto,Citroen,C1,0,
Strada Urbana,VIA VAL SANTERNO,all'intersezione con,VIA VAL VARAITA,VIA VAL VARAITA,,0,0,0,3,12.52574,41.94118,Autovettura privata,In marcia / fermata / arresto,Citroen,C1,0,
,VIA SALARIA,in prossimit�,,del civico n.,,0,0,0,2,12.51096,41.98679,Autobus di linea,In marcia / fermata / arresto,Fiat,Iveco,0,
,VIA SALARIA,in prossimit�,,del civico n.,,0,0,0,2,12.51096,41.98679,Motociclo a solo,In marcia / fermata / arresto,Aprilia,Scarabeo,0,
Strada Urbana,VIA SUVERETO,in corrispondenza,,del civico n.,,0,0,0,2,12.51872,41.95475,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart Fortwo Coup�,0,
Strada Urbana,VIA SUVERETO,in corrispondenza,,del civico n.,,0,0,0,2,12.51872,41.95475,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris Verso,0,
Strada Urbana,VIA DI VIGNA STELLUTI,all'intersezione con,LARGO DI VIGNA STELLUTI,LARGO DI VIGNA STELLUTI,,0,0,0,3,12.46644,41.94752,Autovettura privata,In marcia / fermata / arresto,Kia,Sportage 2000,0,
Strada Urbana,VIA DI VIGNA STELLUTI,all'intersezione con,LARGO DI VIGNA STELLUTI,LARGO DI VIGNA STELLUTI,,0,0,0,3,12.46644,41.94752,Autovettura privata,In marcia / fermata / arresto,Hyundai,ix20,0,
Strada Urbana,VIA DI VIGNA STELLUTI,all'intersezione con,LARGO DI VIGNA STELLUTI,LARGO DI VIGNA STELLUTI,,0,0,0,3,12.46644,41.94752,Autovettura privata,In marcia / fermata / arresto,Hyundai,ix20,0,
Provinciale entro l'abitato,VIA PRENESTINA,all'intersezione semaforizzata con,LARGO PRENESTE,LARGO PRENESTE,,1,0,0,1,12.54062,41.89238,Motociclo a solo,In marcia / fermata / arresto,Yamaha,Majesty,0,NON DECEDUTO
Provinciale entro l'abitato,VIA PRENESTINA,all'intersezione semaforizzata con,LARGO PRENESTE,LARGO PRENESTE,,1,0,0,1,12.54062,41.89238,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart Fortwo,0,
Strada Urbana,VIA TIBURTINA,in prossimit�,,del civico n.,,0,0,0,2,12.54229,41.90872,Autovettura privata,In marcia / fermata / arresto,Renault,Clio,0,
Strada Urbana,VIA TIBURTINA,in prossimit�,,del civico n.,,0,0,0,2,12.54229,41.90872,Autobus in extraurbana,In marcia / fermata / arresto,TEMSA,.,0,
Strada Urbana,VIA TRIVENTO,da specificare,,,prossimit� via I. Giordani,0,0,0,3,12.56430,41.90726,Autovettura privata,In marcia / fermata / arresto,Lancia,Ypsilon,0,
Strada Urbana,VIA TRIVENTO,da specificare,,,prossimit� via I. Giordani,0,0,0,3,12.56430,41.90726,Autovettura privata,In marcia / fermata / arresto,Lancia,Ypsilon,0,
Strada Urbana,VIA TRIVENTO,da specificare,,,prossimit� via I. Giordani,0,0,0,3,12.56430,41.90726,Autovettura privata,In marcia / fermata / arresto,BMW,320 D,0,
Strada Urbana,VIA TIBURTINA,in prossimit�,,del civico n.,,0,0,0,2,12.56062,41.91491,Velocipede,In marcia / fermata / arresto,jumper ,trek,0,
Strada Urbana,VIA TIBURTINA,in prossimit�,,del civico n.,,0,0,0,2,12.56062,41.91491,Autovettura privata,In marcia / fermata / arresto,Fiat,Bravo,0,
Strada Urbana,VIA DEI MONTI TIBURTINI,all'intersezione semaforizzata con,VIADOTTO SANDRO PERTINI,VIADOTTO SANDRO PERTINI,,0,0,0,5,12.53858,41.91871,Autovettura privata,In marcia / fermata / arresto,Fiat-Lancia,Musa,0,
Strada Urbana,VIA DEI MONTI TIBURTINI,all'intersezione semaforizzata con,VIADOTTO SANDRO PERTINI,VIADOTTO SANDRO PERTINI,,0,0,0,5,12.53858,41.91871,Autovettura privata,In marcia / fermata / arresto,Fiat-Lancia,Musa,0,
Strada Urbana,VIA DEI MONTI TIBURTINI,all'intersezione semaforizzata con,VIADOTTO SANDRO PERTINI,VIADOTTO SANDRO PERTINI,,0,0,0,5,12.53858,41.91871,Autovettura privata,In marcia / fermata / arresto,Fiat-Lancia,Musa,0,
Strada Urbana,VIA DEI MONTI TIBURTINI,all'intersezione semaforizzata con,VIADOTTO SANDRO PERTINI,VIADOTTO SANDRO PERTINI,,0,0,0,5,12.53858,41.91871,Autovettura privata,In marcia / fermata / arresto,Fiat-Lancia,Musa,0,
Strada Urbana,VIA DEI MONTI TIBURTINI,all'intersezione semaforizzata con,VIADOTTO SANDRO PERTINI,VIADOTTO SANDRO PERTINI,,0,0,0,5,12.53858,41.91871,Autovettura privata,In marcia / fermata / arresto,Renault,Clio,0,
Strada Urbana,VIA DI VIGNA MURATA,da specificare,,,PALO ACEA 86,1,0,0,2,12.49872,41.82626,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto,0,NON DECEDUTO
Strada Urbana,VIA DI VIGNA MURATA,da specificare,,,PALO ACEA 86,1,0,0,2,12.49872,41.82626,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto,0,
Strada Urbana,VIA DI VIGNA MURATA,da specificare,,,PALO ACEA 86,1,0,0,2,12.49872,41.82626,Autovettura privata,In marcia / fermata / arresto,Mercedes,Classe A,0,
Strada Urbana,VIA DI VIGNA MURATA,in prossimit�,,del civico n.,,0,0,0,2,12.48083,41.82744,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda,0,
Strada Urbana,VIA DI VIGNA MURATA,in prossimit�,,del civico n.,,0,0,0,2,12.48083,41.82744,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Iveco,Magirus 260 S/E4,0,
Strada Urbana,VIA DI TOR CERVARA,all'intersezione con,VIA DI CERVARA,VIA DI CERVARA,,0,0,0,2,12.58950,41.91848,Autovettura privata,In marcia / fermata / arresto,Renault,Modus,0,
Strada Urbana,VIA DI TOR CERVARA,all'intersezione con,VIA DI CERVARA,VIA DI CERVARA,,0,0,0,2,12.58950,41.91848,Autovettura privata,In marcia / fermata / arresto,Mercedes,C200,0,
Provinciale entro l'abitato,VIA TIBURTINA,da specificare,,,direz.G.R.A. 100 mt prima di V. Casale S.Basilio,0,0,0,2,12.58301,41.93243,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto,0,
